plate_well,WellId,Plate,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,ObjectArea_NUC_A,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,ObjectVarInten_NUC_A,ObjectSize_NUC_A,RingTotalInten_RNA,RingAvgInten_RNA,CircTotalInten_RNA,CircAvgInten_RNA,RingSpotTotalInten_RNA,RingSpotAvgInten_RNA,RingSpotTotalArea_RNA,RingSpotAvgArea_RNA,CircSpotTotalInten_RNA,CircSpotAvgInten_RNA,CircSpotTotalArea_RNA,CircSpotAvgArea_RNA,TotalInten_RNA,AvgInten_RNA,RingTotalInten_PMG,RingAvgInten_PMG,CircTotalInten_PMG,CircAvgInten_PMG,RingSpotTotalInten_PMG,RingSpotAvgInten_PMG,RingSpotTotalArea_PMG,RingSpotAvgArea_PMG,CircSpotTotalInten_PMG,CircSpotAvgInten_PMG,CircSpotTotalArea_PMG,CircSpotAvgArea_PMG,TotalInten_PMG,AvgInten_PMG,RingTotalInten_MITO,RingAvgInten_MITO,RingSpotTotalInten_MITO,RingSpotAvgInten_MITO,RingSpotTotalArea_MITO,RingSpotAvgArea_MITO,TotalInten_MITO,AvgInten_MITO,CircTotalInten_NUC_Tex,CircAvgInten_NUC_Tex,CircSpotTotalInten_NUC_Tex,CircSpotAvgInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,TotalInten_NUC_Tex,AvgInten_NUC_Tex
1A1_N16,N16,Plate1_drugs,1,bendamustine,treated,0.0625,1.25,1A1,14,16,1867,1.258165055,1.430205169,18942945,9374.455992,3006.62693,48.75590457,11758995,1162.800902,8380444,4109.628376,9509,2609,2,1,469002,6352.761905,61,7.5,8380444,4109.628376,28460760,2712.095442,12826869,6177.626176,5240627,4690.954701,998,10.12,7010448,6700.038095,965,26.72916667,12826869,6177.626176,25694208,2543.852216,3823543,5080.297279,739,5.088888889,12546519,5879.609137,18847679,9341.449242,6516674,10612.2554,559,29.83333333,18847679,9341.449242
1A1_N17,N17,Plate1_drugs,1,bendamustine,treated,0.03125,0.625,1A1,14,17,1319.5,1.245217006,1.523430431,10609422.5,8691.756523,2253.059608,40.98828514,10072321.5,1375.258349,4713990.5,3549.034349,0,0,0,0,393631,5711.863265,70,9.69047619,4713990.5,3549.034349,20839956.5,2810.370236,7378778.5,5392.30447,2924444.5,4689.148633,624.5,11.95588235,4098590.5,5939.052246,663,27.81481481,7378778.5,5392.30447,20660435.5,2821.476899,3702914.5,5143.650051,715,8.542568543,6964699,5075.877948,10595083.5,8683.344059,4587938,9231.108533,508,36.48913043,10595083.5,8683.344059
1A1_N18,N18,Plate1_drugs,1,bendamustine,treated,0.015625,0.3125,1A1,14,18,1405,1.230059399,1.508711946,12432763,9251.775988,2256.018954,42.29540827,11053794,1601.756005,5241492,3616.321127,4132,2648.428571,1,1,391594,5708.807143,71,8.444444444,5241492,3616.321127,21216509,2955.974422,7608134,5240.941889,2010512,4995.130548,388,10.83486239,2948819,5866.838875,488,14.80487805,7608134,5240.941889,19357260,2789.000615,2613737,4933.943152,515,6.615384615,6453246,4488.722734,12360094,9233.802736,5428540,9631.841393,560,42.30769231,12360094,9233.802736
1A1_N19,N19,Plate1_drugs,1,Uk1,treated,1,NULL,1A1,14,19,1318,1.242828884,1.573432956,10828116,9145.974371,2348.96371,40.96498163,9574522,1457.591433,4762862,3517.05626,13683,3150.657895,4,1.666666667,360372,5504.777778,68,8.142857143,4762862,3517.05626,18500535,2801.026712,6768570,5043.943779,2230718,4829.257426,459,13.48,3023050,5723.668442,506,17.2,6768570,5043.943779,18517034,2795.26591,2615254,5191.773994,506,7.666666667,6462159,4746.717199,10797513,9122.833656,5098783,9582.133913,521,40.76470588,10797513,9122.833656
1A1_N20,N20,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,14,20,1234,1.242868404,1.567555741,10422771.5,9245.535658,2283.868525,39.63808268,8759278.5,1403.821383,4299825.5,3325.628038,13182.5,3072.20122,4,1.633333333,347049.5,5365.054762,64.5,7.875,4299825.5,3325.628038,18010532,2890.415174,6783257.5,5342.139808,2073630,5022.088421,401.5,13.7003367,2940339,6018.260777,478.5,20.16626794,6783257.5,5342.139808,15665607.5,2509.33682,2123285,4585.53872,449,7.225554107,5556742,4303.137469,10410464.5,9244.346045,4949165,9684.794309,510,43.94117647,10410464.5,9244.346045
1A1_N21,N21,Plate1_drugs,1,Uk1,treated,0.5,NULL,1A1,14,21,1321,1.225245098,1.526456374,10820532.5,8742.174093,2126.230717,41.01157395,9526070,1432.320984,4389716.5,3283.3018,2400.5,2027.464286,1,1,348469,5167.725985,72.5,8.292857143,4389716.5,3283.3018,19553380.5,2918.478119,7018424.5,5151.708742,1843179,4938.792763,366,11.06326988,2830584,5759.06024,493,16.10427807,7018424.5,5151.708742,16271981,2415.552805,1890059.5,4303.425522,431.5,5.787673392,5217573.5,3812.105736,10811101,8735.710877,4956160.5,9088.997427,552,42.60606061,10811101,8735.710877
1A1_N22,N22,Plate1_drugs,1,Uk1,treated,0.25,NULL,1A1,14,22,1340,1.231461969,1.537126544,10708001,8648.649618,2110.325166,41.30545957,8902353,1336.546951,4288304,3120.472556,9958,2570,3,1.5,333792,5055.666667,69,7.818181818,4288304,3120.472556,19243844,2839.638294,6941725,5210.633383,2927119,4681.151832,623,13.05970149,3624173,5761.831216,606,21.93548387,6941725,5210.633383,15942195,2327.43723,2519348,4133.639209,591,6.890243902,5230299,3827.921713,10774048,8656.782938,4830102,9036.119281,527,38.69230769,10774048,8656.782938
1A1_N23,N23,Plate1_drugs,1,Uk1,treated,0.125,NULL,1A1,14,23,1313,1.21972766,1.495159177,10351156,8381.738826,2079.831216,40.88720487,8821843,1368.737553,4190544,3075.526554,7868,2516.315068,3,1.25,330889,4780.25,72,8.344262295,4190544,3075.526554,18821558,2909.083333,6735461,4996.928013,2108876,4659.895777,436,10.16666667,3112580,5481.218527,575,15.35526316,6735461,4996.928013,19869253,3079.338291,2633973,5230.246725,510,6.121495327,6739847,4913.085189,10354205,8382.869136,4826920,8844.320313,547,37.68571429,10354205,8382.869136
1A1_O02,O02,Plate1_drugs,1,Uk1,treated,0.0625,NULL,1A1,15,2,1323.5,1.222494555,1.509150311,8272531,6356.297309,1520.767047,41.05036513,8523787,1257.868663,3624986,2632.066944,6170,2025.508929,2,1,253305.5,3845.21993,68,7.666666667,3624986,2632.066944,19814123,2862.803449,7192153,5431.004507,2089359,5029.578038,409.5,11.51153846,3536863,5930.688577,592,20.02,7192153,5431.004507,19870576,2904.383745,2709169,5142.019169,516,6.79359879,5951950.5,4417.104249,8323811,6403.659622,3701118,6701.023231,543.5,34.54470588,8323811,6403.659622
1A1_O03,O03,Plate1_drugs,1,Uk1,treated,0.03125,NULL,1A1,15,3,1389.5,1.212794339,1.488042409,10159222.5,7413.642221,1807.112138,42.06145849,9210453,1423.89751,4021438,2958.973018,11952,2360.291789,4,1.5,370770.5,4491.361138,85.5,9.375,4021438,2958.973018,20332751,3048.915888,7694635,5550.645128,2445405,4919.200005,480.5,9.96547619,4547214,6020.509544,713.5,26.28677463,7694635,5550.645128,25796598,3874.791085,4491533,6358.117939,681.5,7.737637363,8519386.5,6022.945431,10158057.5,7422.852093,4337151.5,7773.786363,580.5,37.97173913,10158057.5,7422.852093
1A1_O04,O04,Plate1_drugs,1,Uk1,treated,0.015625,NULL,1A1,15,4,1354.5,1.221126843,1.502913523,8685372,7016.385388,1728.776515,41.52833857,8231747,1220.566443,3678853.5,2667.37587,11036,2085.525926,4,1.37797619,336500,4001.736301,83.5,9,3678853.5,2667.37587,19718858.5,2887.57907,7264056.5,5417.511242,2185691,4734.207327,448.5,8.935606061,4265966,5876.073363,699.5,26.75,7264056.5,5417.511242,22694858.5,3363.014607,3442946.5,5637.845608,598,6.622807018,7575204.5,5430.064919,8711065.5,7033.367629,4262149.5,7331.995742,576,35,8711065.5,7033.367629
1A1_O05,O05,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,15,5,1294,1.238871663,1.586908435,8780505,7238.312517,1776.038998,40.59029405,7319985,1207.563095,3306490,2489.930959,6029,2121.181818,3,1,263754,3802.846715,70,8.1,3306490,2489.930959,17918700,2956.911174,7277353,5470.469719,2256748,4901.408088,441,11.5,4236268,5924.803051,686,28.36666667,7277353,5470.469719,21163073,3444.863349,3116481,5791.170732,520,7.409090909,7284263,5445.029725,8796031,7238.374175,4068189,7513.531807,543,40.53846154,8796031,7238.374175
1A1_O06,O06,Plate1_drugs,1,Uk2,treated,1,NULL,1A1,15,6,1539,1.235040158,1.585442019,11767674,7142.004219,1748.599759,44.26641683,9169649,1083.51835,4088396,2741.645116,17493,2387.324324,7,2,329340,4253.69863,82,8.25,4088396,2741.645116,22922649,2764.483973,8277018,5405.847676,3572313,4628.76331,773,11.31313131,4978179,5850.38292,819,30.09677419,8277018,5405.847676,25107183,2954.931237,3637699,5135.421456,690,6.259615385,7919785,5095.488372,11737534,7143.813486,4698206,7384.526112,636,33.78947368,11737534,7143.813486
1A1_O07,O07,Plate1_drugs,1,Uk2,treated,0.5,NULL,1A1,15,7,1520.5,1.228363534,1.533552177,11505065.5,7577.991753,1864.221385,43.99955313,5199775.5,629.9509562,2116716,1329.509766,13637.5,1202.895445,10,1.866071429,162173,2007.051134,81.5,7.118055556,2116716,1329.509766,19846267.5,2490.785643,7599848,5385.961845,2627628,4149.497342,640.5,10.11068944,5598440.5,5684.639969,964,55.70833333,7599848,5385.961845,18604258,2360.933541,2637777.5,4002.180244,640,5.385290148,5909927,3930.922478,11502736.5,7580.732649,4761485.5,7762.896342,622.5,38,11502736.5,7580.732649
1A1_O08,O08,Plate1_drugs,1,Uk2,treated,0.25,NULL,1A1,15,8,1402,1.230801724,1.541152964,9324137.5,6933.188228,1779.2364,42.2502289,7519800.5,1057.10373,3337754,2294.929443,17085.5,1930.5375,8,1.7125,286756.5,3495.521088,83.5,8.683333333,3337754,2294.929443,20495001,2859.100774,7722287.5,5540.371232,2522447,4713.763527,522.5,9.52171734,5169931.5,5924.813893,855,34.85645933,7722287.5,5540.371232,24591609,3416.842383,3183047,5764.25809,548,5.850471932,7982005,5607.404062,9297828,6937.292584,4398261.5,7249.172293,604.5,34.85784314,9297828,6937.292584
1A1_O09,O09,Plate1_drugs,1,Uk2,treated,0.125,NULL,1A1,15,9,1344,1.230598963,1.557145908,8841675,7162.681298,1724.048262,41.36706357,7646825,1102.20768,3310484,2350.62234,5040,1859.777778,2,1,263070,3603.69863,73,8.5,3310484,2350.62234,19311455,2802.135683,7300027,5557.688263,2549787,4646.853211,526,10.74576271,4992950,5867.472037,815,41.29166667,7300027,5557.688263,20264892,2947.346743,2944710,5024.258333,563,6.440677966,6585518,4824.405833,8837270,7165.066863,4068706,7443.583618,550,37.86666667,8837270,7165.066863
1A1_O10,O10,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,15,10,1258,1.239085098,1.558924477,8182107,7077.796229,1776.602383,40.02168596,5322708.5,804.6779376,2466392,1847.246248,6524.5,1332.329154,4,1.477272727,175555.5,2752.687179,67,7.46875,2466392,1847.246248,17279590,2609.190361,6612382,5281.802665,2295896.5,4447.911893,524,11.82442044,4538323,5660.699326,745.5,45.41428571,6612382,5281.802665,15400363,2320.234892,1762591,4075.216587,429,5.587585034,4966998.5,3876.963542,8214706,7095.021404,3921754.5,7438.529134,522,40.06458333,8214706,7095.021404
1A1_O11,O11,Plate1_drugs,1,Uk2,treated,0.0625,NULL,1A1,15,11,1360,1.226361483,1.521061428,9199070,7225.873883,1734.345423,41.61256758,7829864,1183.959659,3449638,2551.953991,5028,1768,2,1,247212,3935.178571,67,8.1,3449638,2551.953991,19259207,2813.596079,7218451,5372.587393,2101593,4862.470238,405,11,3732898,5899.076155,608,24.15789474,7218451,5372.587393,16702287,2469.236999,2009608,4274.498929,458,5.688073394,5464698,4000.307132,9244908,7257.251129,4114052,7542.766497,543,39.39130435,9244908,7257.251129
1A1_O12,O12,Plate1_drugs,1,Uk2,treated,0.03125,NULL,1A1,15,12,1384,1.225524424,1.535499474,9414710.5,7385.127864,1777.240214,41.97813157,7596339.5,1066.78681,3323095.5,2287.750997,13559,2082.745754,6,2,217739,3474.236824,62,7.522727273,3323095.5,2287.750997,20129777,2801.770171,7834770,5698.650276,3290251.5,4640.499797,693,11.97593446,5630214.5,6080.726358,898,51.76666667,7834770,5698.650276,16894871,2325.738159,2454609.5,4068.076817,603.5,6.062539283,5440367,3849.32343,9399323,7401.410908,4218833,7702.392253,544,38.82857143,9399323,7401.410908
1A1_O13,O13,Plate1_drugs,1,Uk2,treated,0.015625,NULL,1A1,15,13,1359,1.225616858,1.524956888,9408712,7469.447806,1790.50027,41.59726322,7195556.5,1021.638497,3240918.5,2354.613433,4592,1713.819444,2,1,252087,3664.596939,71,8.285714286,3240918.5,2354.613433,19960493,2776.423327,7528380,5532.773847,2879815,4444.80328,635.5,9.980769231,4969480,5900.930701,822.5,39.73496241,7528380,5532.773847,17425895.5,2411.867503,2286669.5,4133.769512,540,5.772155824,5504433,3970.218818,9450420.5,7471.311736,4347069.5,7697.878906,547,39.41919192,9450420.5,7471.311736
1A1_O14,O14,Plate1_drugs,1,Uk3,treated,1,NULL,1A1,15,14,836.5,1.192286566,1.395953165,5767244,8017.160964,2349.39756,32.6353303,6083451.5,836.3040371,2705939,3158.816056,13418,2636.19697,4,1.5,116327,4330.225,26.5,5.1625,2705939,3158.816056,19693142.5,2702.684385,6970807.5,8363.989025,6112262.5,5680.718591,1061.5,27.63141026,6199087,8749.095202,688,337,6970807.5,8363.989025,16005364.5,2161.058072,4210726.5,5496.455787,810,12.63011471,5113663.5,5932.295866,5819554,8086.406799,2948770,9230.998077,310,47.5625,5819554,8086.406799
1A1_O15,O15,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,15,15,1283,1.253591422,1.586577047,6905610.5,5322.201743,1255.136412,40.4174014,7015063.5,1062.893287,2966228,2168.840864,34668.5,2228.44856,15,3,236193.5,3189.700562,74,8.483333333,2966228,2168.840864,18864698,2862.292393,7318631,5732.652126,3130895,4818.30636,648.5,14.09666667,4716405.5,6142.760032,743,38.6,7318631,5732.652126,15886287.5,2388.989779,2433794,4287.400882,559,7.568484043,4860390,3673.13958,6991202,5345.877927,2857797.5,5534.845006,517,30.98327759,6991202,5345.877927
1A1_O16,O16,Plate1_drugs,1,Uk3,treated,0.5,NULL,1A1,15,16,983,1.19515673,1.416789079,7865437,9135.338573,2490.952599,35.37788112,7009021,1034.866289,3214126,3135.981584,28450,2996,8,2.5,213892,4801,48,6.7,3214126,3135.981584,19841261,2886.450129,6793935,6881.278629,5297500,5207.038339,1016,21.825,5564272,7328.650158,732,132.5,6793935,6881.278629,17182221,2485.496248,4040682,5199.851667,760,10.99107143,5673207,5665.460661,7906350,9170.237467,4102117,9712.426065,413,50.875,7906350,9170.237467
1A1_O17,O17,Plate1_drugs,1,Uk3,treated,0.25,NULL,1A1,15,17,1093.5,1.209082224,1.460629285,8297035.5,8570.921354,2239.037877,37.31334376,7265191.5,1128.251841,3261384.5,2938.737311,40195,2988.114423,12.5,3.333333333,241505.5,4471.213384,56,7.441558442,3261384.5,2938.737311,19571293,2959.203892,7139046.5,6652.396943,4162330,5277.788017,799.5,17.80014225,5557722,7094.672239,728,84.52380952,7139046.5,6652.396943,16457478.5,2481.965017,3531521,4772.036225,714.5,9.285607835,5312271.5,4765.836475,8289236,8565.406463,4252313.5,9020.374845,451.5,42.78021978,8289236,8565.406463
1A1_O18,O18,Plate1_drugs,1,Uk3,treated,0.125,NULL,1A1,15,18,1187,1.225712197,1.508550007,8668236,8096.631412,2037.185415,38.87589664,8025836,1299.678193,3783500,3128.712468,30686,3157.387097,10,2.833333333,273103,4917.907563,59,7.75,3783500,3128.712468,19258361,3085.082954,7395426,6107.81701,4160771,4980.53423,837,15.41666667,5024680,6502.393443,735,53.4,7395426,6107.81701,16710516,2652.272561,3026989,4906.333333,636,8.603448276,5524757,4554.800587,8668839,8122.129162,4178589,8621.495215,480,40.64705882,8668839,8122.129162
1A1_O19,O19,Plate1_drugs,1,Uk3,treated,0.0625,NULL,1A1,15,19,1339.5,1.22582755,1.509313444,9333402.5,7340.146908,1803.107342,41.29774613,8170728.5,1282.54637,3697373.5,2702.393478,16792.5,2090.453293,6,2,294288.5,4219.766667,75,7.790865385,3697373.5,2702.393478,20053245.5,3100.357836,7540645,5777.569742,2385625.5,5181.662823,466,11.03320029,4672911.5,6210.801888,733,32.74076923,7540645,5777.569742,16262537.5,2484.588271,1715010,4416.901575,394.5,5.105002826,5392343.5,3940.986406,9283792,7318.127959,4326472.5,7549.899339,558.5,35.92460317,9283792,7318.127959
1A1_O20,O20,Plate1_drugs,1,Uk3,treated,0.03125,NULL,1A1,15,20,1339,1.220929387,1.499259349,9246087,7365.572626,1827.795301,41.2900442,8206323,1240.227129,3788253,2785.62116,30038,2546.539823,10,2.428571429,318827,4302.888889,74,7.833333333,3788253,2785.62116,20149287,3089.78178,7834912,5884.953675,2404075,5231.121951,448,11.64516129,4829437,6376.528926,736,30.06818182,7834912,5884.953675,16011399,2405.161395,1701250,4238.824695,381,4.86407767,5238661,3867.781547,9223900,7342.65971,4166136,7663.456175,535,33.7037037,9223900,7342.65971
1A1_O21,O21,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,15,21,1267,1.251971652,1.59908473,8424067,7380.393465,1823.280609,40.16459266,7023980,1093.790162,3140916,2320.656522,9234,2147.5,4,1.5,238407,3619.113208,64,7.25,3140916,2320.656522,19146112,2903.920126,7283065,5766.607315,2678194,4946.418724,541,13.45454545,4959032,6175.346639,782,45.80952381,7283065,5766.607315,16625918,2518.82671,2116097,4590.592896,449,6.690140845,5424437,4209.810189,8433471,7385.412198,4021425,7738.78972,517,37.5,8433471,7385.412198
1A1_O22,O22,Plate1_drugs,1,Uk3,treated,0.015625,NULL,1A1,15,22,1327.5,1.224298259,1.486899871,9222006,7611.483074,1843.256401,41.11234554,7819468,1249.920547,3638281,2721.052035,10231,2163.679688,4,1.5,314063.5,4058.921889,77,8.333333333,3638281,2721.052035,19150983,3029.717398,7449617,5719.19033,2528168,5047.164284,503.5,11.35087719,4514697,6158.112716,706,28.21705882,7449617,5719.19033,18260510.5,2928.415611,2432843,5041.290603,480.5,6.81016731,6160165.5,4529.445101,9264533.5,7629.624266,4281481.5,7951.481024,539,36.80566802,9264533.5,7629.624266
1A1_O23,O23,Plate1_drugs,1,Empty,empty,NULL,NULL,1A1,15,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1A2_B02,B02,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,2,2,1466,1.235088271,1.560264866,11452842.5,8193.442436,2044.450279,43.2038097,13569338.5,1955.485571,7108895.5,4736.31927,5845.5,3039.805556,1,1,596860.5,7113.573913,84.5,9.666666667,7108895.5,4736.31927,22335899.5,3221.887615,8199433.5,5510.808472,1586977.5,5412.051024,279,8.617097701,2899603.5,6138.018327,471.5,10.03464755,8199433.5,5510.808472,27267888.5,3894.487763,3591961.5,6915.961882,513,6.566239316,9337674,6230.640656,11378612.5,8153.538259,5578668.5,8607.793635,666.5,35.23863636,11378612.5,8153.538259
1A2_B03,B03,Plate1_drugs,1,bleomycin,treated,1,20,1A2,2,3,1458.5,1.220476299,1.535716634,10878840,8188.809743,2101.987094,43.09314777,12852179.5,1901.068238,7020061.5,4753.501816,15325,3185.840909,4,1.285714286,687223,6879.617905,100,10.86057692,7020061.5,4753.501816,22017005.5,3127.332029,8028862,5487.83633,2158160.5,5033.102527,409,8.398196517,3912953.5,6011.691656,658.5,14.59449405,8028862,5487.83633,26515068.5,3804.408579,3893492,6593.89525,586,5.926377597,9345905,6325.555955,10805350.5,8124.615299,5780250,8667.717259,669,35.18677792,10805350.5,8124.615299
1A2_B04,B04,Plate1_drugs,1,bleomycin,treated,0.5,10,1A2,2,4,1543,1.217708706,1.507103321,12023798,8149.263047,2028.475512,44.32390571,13936411,1968.76626,7622797,5119.230769,8976,2772.1,2,1,753756,7715,97,10.54545455,7622797,5119.230769,23943818,3231.261916,9149068,5886.483505,2955382,5221.886288,537,9.217391304,4462884,6396.806026,691,17.825,9149068,5886.483505,25345484,3485.10905,4088263,6239.917232,659,6.622377622,8793043,5705.709233,11913605,8120.419228,5564635,8606.310038,665,34.0212766,11913605,8120.419228
1A2_B05,B05,Plate1_drugs,1,bleomycin,treated,0.25,5,1A2,2,5,1551.5,1.221272168,1.527566294,12296056.5,8474.177663,2044.020383,44.4458221,14600749,1923.632397,7823126.5,5113.213571,4297,2741.573529,1,1,741382.5,8036.847515,91,10.86607143,7823126.5,5113.213571,24980401.5,3180.555114,9510531,6033.054058,3765551.5,5182.540266,710.5,11.31586022,4773934,6503.715629,738.5,20.17373272,9510531,6033.054058,27298190,3574.245363,5272847,6456.507376,792,9.290598291,9425325.5,6123.28165,12307557.5,8443.24175,5503580.5,8826.670167,648.5,43.12727273,12307557.5,8443.24175
1A2_B06,B06,Plate1_drugs,1,bleomycin,treated,0.125,2.5,1A2,2,6,1559.5,1.222964857,1.511038057,12233746.5,8043.933987,1979.846875,44.5602582,14952795.5,2087.176781,8346341.5,5137.731269,5844,2807.432432,1,1,752309.5,7838.556378,96,10.56944444,8346341.5,5137.731269,24292210,3425.251282,9499984,6203.763528,1826633.5,5627.164782,320,7.44437799,4002717,6745.23724,600,12.95452196,9499984,6203.763528,25936265.5,3648.357607,3190983,6571.080526,473.5,5.914161509,9249429,5787.223271,12173501,8005.792615,5606122.5,8379.99538,665,34.16954023,12173501,8005.792615
1A2_B07,B07,Plate1_drugs,1,bleomycin,treated,0.0625,1.25,1A2,2,7,1568,1.220438715,1.521943889,12368483,8120.603969,2028.602687,44.6815354,14354165,1916.532853,7866246,4907.206576,26216,3314,6,2,741453,7184.142857,101,10.8,7866246,4907.206576,24298448,3168.446033,9545262,6023.897979,2378512,5335.315315,442,8.608108108,4627845,6479.077551,709,16.38461538,9545262,6023.897979,26647593,3478.855762,3759841,6200.128378,612,5.730769231,9382488,5843.606272,12292379,8060.877617,5621359,8510.218695,682,32.57142857,12292379,8060.877617
1A2_B08,B08,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,2,8,1386,1.22971954,1.565332906,10991317,8390.095108,2141.347605,42.0084489,13184484,1976.779573,7579046.5,5367.893324,10843.5,3195.508333,3,1.183333333,709622,7921.056885,89,10.42857143,7579046.5,5367.893324,21339419.5,3203.597677,8162826.5,5856.811132,2175655.5,5181.209957,420,9.425129088,4370113.5,6311.418966,666,18.44830827,8162826.5,5856.811132,20629505.5,3102.289943,2645991.5,5562.712563,460,5.395783133,7431998,5177.300433,10895596.5,8330.257277,5378636,8853.656872,614.5,35.97619048,10895596.5,8330.257277
1A2_B09,B09,Plate1_drugs,1,bleomycin,treated,0.03125,0.625,1A2,2,9,1513,1.217215126,1.514047148,11255931,8018.039405,1865.644948,43.89090374,15105258,2157.274617,8203869,5525.521923,13248,3462.941176,3,1.444444444,758333,8285.76,96,10.85714286,8203869,5525.521923,24340903,3318.278106,9366178,5979.763299,2090448,5527.421053,369,9.647058824,3446274,6519.036408,535,12.87878788,9366178,5979.763299,26617065,3713.066486,4063155,6440.475248,600,7.339285714,9352254,6047.283522,11234135,7980.92096,5110749,8269.619318,612,33.45,11234135,7980.92096
1A2_B10,B10,Plate1_drugs,1,bleomycin,treated,0.015625,0.3125,1A2,2,10,1546.5,1.219541616,1.493710105,11384381.5,7885.907362,1957.742879,44.37413289,14612896.5,2037.840896,7961954.5,5221.641951,9404.5,3170.503571,2,1.126984127,793551,7903.807656,102,11.88888889,7961954.5,5221.641951,23859209,3184.641783,9209592,6013.169403,3031778,5181.753929,582.5,9.21680376,4830253.5,6616.348468,720.5,21.82804487,9209592,6013.169403,25796392,3451.904763,4552706,6228.694211,729.5,7.884006061,8993996.5,5904.222283,11381812,7849.143827,4995413.5,8379.52311,596.5,34.17361111,11381812,7849.143827
